date,year,month,day,julianDay,hour,H,Ustar,Wstar,dtheta_dz,PBLHc,PBLHm,L,z0,b0,a0,ws,wd,wind_h,temp,temp_h,pp_code,pp,rh,pres,cloudCover,ventCoef
2018-12-31 12:00:00,2019.0,1.0,1.0,1.0,6.0,81.43333333333332,0.25666666666666665,,,,341.3333333333333,28.400000000000002,0.5119272727272727,1.0427272727272727,0.6827272727272727,2.566666666666667,121.0,-3.8181818181818183,425.75454545454545,0.0,7272.0,0.0,74.0,1009.3636363636364,21.0,1040.4666666666667
2019-01-01 12:00:00,2019.0,1.0,1.4583333333333333,1.4583333333333333,12.5,101.9470588235294,0.2945,,,,415.875,24.85,0.563475,1.1179166666666667,0.5716666666666667,2.2375,294.25,-2.6666666666666665,301.71250000000003,2.0,6666.0,0.0,76.0,1007.9583333333334,5.333333333333333,1099.15
2019-01-02 12:00:00,2019.0,1.0,2.4583333333333335,2.4583333333333335,12.5,63.0625,0.516375,,,,944.625,331.33750000000003,0.6654333333333333,1.28,0.5775,3.1375,184.375,-2.6666666666666665,295.96250000000003,2.0,6666.0,0.0,73.625,1008.0,9.5,3653.6375
2019-01-03 12:00:00,2019.0,1.0,3.4583333333333335,3.4583333333333335,12.5,142.75,0.295125,,,,436.375,6.0375,0.5955583333333333,1.1620833333333334,0.5745833333333333,2.0125,254.5,-2.6666666666666665,295.05,2.0,6666.0,0.0,50.375,1010.0833333333334,1.7083333333333333,1066.6625000000001
2019-01-04 12:00:00,2019.0,1.0,4.458333333333333,4.458333333333333,12.5,140.45,0.31225,,,,493.875,-35.1125,0.5388083333333333,1.0758333333333334,0.5716666666666667,2.5875,299.875,-2.6666666666666665,298.7291666666667,2.0,6666.0,0.0,50.75,1010.2916666666666,0.8333333333333334,1669.5875
2019-01-05 12:00:00,2019.0,1.0,5.458333333333333,5.458333333333333,12.5,107.95,0.34199999999999997,,,,543.625,-63.8625,0.566725,1.1395833333333332,0.5745833333333333,2.6875,206.625,-2.6666666666666665,299.4916666666667,2.0,6666.0,0.0,56.625,1008.875,3.6666666666666665,2046.875
2019-01-06 12:00:00,2019.0,1.0,6.458333333333333,6.458333333333333,12.5,46.15294117647059,0.314625,,,,489.125,-14.250000000000004,0.692475,1.2841666666666667,0.5754166666666667,1.9125,180.875,-2.6666666666666665,297.55833333333334,2.0,6666.0,0.0,75.0,1006.4166666666666,9.75,1329.625
2019-01-07 12:00:00,2019.0,1.0,7.458333333333333,7.458333333333333,12.5,76.0,0.2782857142857143,,,,378.57142857142856,3.357142857142857,0.6413041666666667,1.2604166666666667,0.5795833333333333,1.65,205.125,-2.6666666666666665,298.46666666666664,2.0,6666.0,0.0,76.0,1006.75,3.25,850.5571428571428
2019-01-08 12:00:00,2019.0,1.0,8.458333333333334,8.458333333333334,12.5,118.97058823529412,0.279375,,,,407.625,5.887500000000002,0.59485,1.17,0.5754166666666667,2.0375,210.125,-2.6666666666666665,301.34166666666664,2.0,6666.0,0.0,61.375,1008.0416666666666,4.958333333333333,1101.675
2019-01-09 12:00:00,2019.0,1.0,9.458333333333334,9.458333333333334,12.5,51.61176470588235,0.3655,,,,554.625,96.4125,0.6219333333333333,1.2533333333333332,0.5808333333333333,2.4375,115.75,-2.6666666666666665,297.3208333333333,2.0,6666.0,0.0,63.75,1008.6666666666666,9.791666666666666,1551.1625
2019-01-10 12:00:00,2019.0,1.0,10.458333333333334,10.458333333333334,12.5,67.5125,0.415375,,,,681.25,-24.1,0.6139333333333333,1.2466666666666666,0.5808333333333333,2.9625,115.125,-2.6666666666666665,292.1083333333333,2.0,6666.0,0.0,68.375,1011.875,4.708333333333333,2354.7125
2019-01-11 12:00:00,2019.0,1.0,11.458333333333334,11.458333333333334,12.5,129.79375,0.36725,,,,553.75,47.650000000000006,0.5498083333333333,1.1024999999999998,0.57625,2.85,197.875,-2.6666666666666665,295.71666666666664,2.0,6666.0,0.0,56.125,1011.75,3.375,1675.125
